,title,rating,categories,description,keyword
38,The Devil's Rejects,6.8,"['Crime', 'Horror', 'Western']","The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.",ambiguous ending
39,Batman v Superman: Dawn of Justice,6.4,"['Action', 'Adventure', 'Sci-Fi']","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",ambiguous ending
40,El hoyo,7.0,"['Horror', 'Sci-Fi', 'Thriller']",A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,ambiguous ending
41,The Devil's Advocate,7.5,"['Drama', 'Mystery', 'Thriller']",An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,ambiguous ending
42,Cast Away,7.8,"['Adventure', 'Drama', 'Romance']",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,ambiguous ending
43,Annihilation,6.8,"['Adventure', 'Drama', 'Horror']","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",ambiguous ending
44,La cacería,8.3,['Drama'],"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",ambiguous ending
45,El sacrificio del ciervo sagrado,7.0,"['Drama', 'Horror', 'Mystery']","Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.",ambiguous ending
46,2001: Odisea del espacio,8.3,"['Adventure', 'Sci-Fi']","After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",ambiguous ending
47,La forma del agua,7.3,"['Adventure', 'Drama', 'Fantasy']","At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",ambiguous ending
48,Twin Peaks,8.5,"['Crime', 'Drama', 'Fantasy']",Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,ambiguous ending
49,Tres anúncios por un crimen,8.1,"['Comedy', 'Crime', 'Drama']",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,ambiguous ending
0,The Rocky Horror Picture Show,7.4,"['Comedy', 'Horror', 'Musical']",A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.,americana
1,Mad Men,8.6,['Drama'],"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",americana
2,Aquellos que desean mi muerte,6.0,"['Action', 'Crime', 'Drama']",A teenage murder witness finds himself pursued by twin assassins in the Montana wilderness with a survival expert tasked with protecting him -- and a forest fire threatening to consume them all.,americana
3,The Andy Griffith Show,8.3,"['Comedy', 'Family']","Widower Sheriff Andy Taylor, and his son Opie, live with Andy's Aunt Bee in Mayberry, North Carolina. With virtually no crimes to solve, most of Andy's time is spent philosophizing and calming down his cousin Deputy Barney Fife.",americana
4,Forrest Gump,8.8,"['Drama', 'Romance']","The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",americana
5,Little House on the Prairie,7.5,"['Drama', 'Family', 'Romance']",The life and adventures of the Ingalls family in the nineteenth century American Midwest.,americana
6,There Will Be Blood,8.2,['Drama'],"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",americana
7,The Girl Next Door,6.6,"['Crime', 'Drama', 'Thriller']",Follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt and the boys who witness and fail to report the crime.,americana
8,American Gods,7.7,"['Drama', 'Fantasy', 'Mystery']","A recently released ex-convict named Shadow meets a mysterious man who calls himself ""Wednesday"" and who knows more than he first seems to about Shadow's life and past.",americana
9,The Wonder Years,8.3,"['Comedy', 'Drama', 'Family']",Kevin Arnold recalls growing up during the late 60s and early 70s; the turbulent social times make the transition from child to adult unusually interesting.,americana
10,Fargo,8.1,"['Crime', 'Drama', 'Thriller']",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,americana
11,"O Brother, Where Art Thou?",7.7,"['Adventure', 'Comedy', 'Crime']","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",americana
12,What's Eating Gilbert Grape,7.7,['Drama'],A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,americana
13,The Waltons,7.6,"['Drama', 'Family', 'Romance']",The life and trials of a 1930s and 1940s Virginia mountain family through financial depression and World War II.,americana
14,It's a Wonderful Life,8.6,"['Drama', 'Family', 'Fantasy']",An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,americana
15,Blue Velvet,7.7,"['Drama', 'Mystery', 'Thriller']","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",americana
16,A League of Their Own,7.3,"['Comedy', 'Drama', 'Sport']",Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.,americana
17,Leave It to Beaver,7.5,"['Comedy', 'Family']","The misadventures of a suburban boy, family and friends.",americana
18,American Graffiti,7.4,"['Comedy', 'Drama']",A group of teenagers in California's central valley spend one final night after their 1962 high school graduation cruising the strip with their buddies before they pursue their varying goals.,americana
19,The Last Picture Show,8.0,"['Drama', 'Romance']","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",americana
20,A River Runs Through It,7.2,['Drama'],"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.",americana
21,Wild Hearts Can't Be Broken,7.2,"['Drama', 'Family', 'Romance']","Thrilled by a performance she sees at a fair, Sonora tries to land a spot as a daredevil who rides horses off of high dives.",americana
22,Wildlife,6.8,['Drama'],A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,americana
23,Across the Universe,7.3,"['Drama', 'Fantasy', 'History']","The music of <a href=""/name/nm1397313"">The Beatles</a> and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.",americana
24,Death Valley Days,7.6,['Western'],"Western stories and legends based, and filmed, in and around Death Valley, California. One of the longest-running Western series, originating on radio in the 1930s. The continuing sponsor was ""20 Mule Team"" Borax, a product formerly mined in Death Valley.",americana
25,Days of Heaven,7.8,"['Drama', 'Romance']",A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,americana
26,Giant,7.6,"['Drama', 'Western']",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,americana
27,Peggy Sue Got Married,6.4,"['Comedy', 'Drama', 'Fantasy']","Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.",americana
28,Serial Mom,6.8,"['Comedy', 'Crime', 'Thriller']","She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her children happy.",americana
29,Far Cry 5,8.0,"['Action', 'Adventure', 'Western']","A deputy is sent to the town of Hope County to arrest Joseph Seed, a corrupt evangelical religious leader who rules the town with the help of his disturbed followers.",americana
30,W.,6.3,"['Biography', 'Comedy', 'Drama']","A chronicle of the life and Presidency of <a href=""/name/nm0124133"">George W. Bush</a>.",americana
31,The Natural,7.5,"['Drama', 'Sport']",A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.,americana
32,Divinos secretos,6.1,['Drama'],"After years of mother-daughter tension, Siddalee receives a scrapbook detailing the wild adventures of the ""Ya-Yas"", her mother's girlhood friends.",americana
33,Rebelde,7.2,"['Comedy', 'Drama', 'Family']",Six teenagers with different lives and personalities attend a prominent private school with only one thing in common: their vocation and passion for music.,americana
34,The Best Years of Our Lives,8.1,"['Drama', 'Romance', 'War']","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",americana
35,Caravana,6.3,"['Action', 'Drama']","Truckers form a mile long ""convoy"" in support of a trucker's vendetta with an abusive sheriff...Based on the country song of same title by C.W. McCall.",americana
36,Oklahoma!,7.1,"['Comedy', 'Drama', 'Musical']","In Oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.",americana
37,Far from Heaven,7.4,"['Drama', 'Romance']","In 1950s Connecticut, a flustered housewife faces a marital crisis and mounting racial tensions in the outside world.",americana
38,Hud,7.8,"['Drama', 'Western']","Honest and hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant and egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.",americana
39,Meet Me in St. Louis,7.6,"['Comedy', 'Drama', 'Family']",Young love and childish fears highlight a year in the life of a turn-of-the-century family.,americana
40,Summer of '42,7.2,"['Drama', 'Romance']","During his summer vacation on Nantucket Island in 1942, a youth eagerly awaiting his first sexual encounter finds himself developing an innocent love for a young woman awaiting news on her soldier husband's fate in WWII.",americana
41,Shadow of a Doubt,7.8,"['Film-Noir', 'Thriller']","A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",americana
42,Pollyanna,7.4,"['Comedy', 'Drama', 'Family']",A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,americana
43,American Experience,8.6,"['Documentary', 'Biography', 'History']",A series showcasing documentaries on American history.,americana
44,Walking Tall,6.9,"['Action', 'Biography', 'Crime']","Based on the life of Tennessee sheriff Buford Pusser, who almost single-handily cleaned up his small town of crime and corruption, but at a personal cost of his family life and nearly his own life.",americana
45,"The Long, Long Trailer",7.0,"['Comedy', 'Romance']","Nicky and Tacy are going to be married. Nicky wants to save up money for a house, but Tacy dreams of starting off with their own home on wheels--a trailer.",americana
